Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
floR	98.35	1214/1215	99.91769547325104	1..1214	NZ_CP076603.1 Acinetobacter schindleri strain MCDA01 chromosome, complete genome	2417105..2418318	Phenicol resistance	AF118107
floR	98.35	1214/1215	99.91769547325104	1..1214	NZ_CP078027.1 Acinetobacter variabilis strain AV_175 chromosome, complete genome	2769206..2770419	Phenicol resistance	AF118107
catB3	100	633/633	100	1..633	NZ_CP090382.1 Acinetobacter towneri strain SCLZS30 chromosome, complete genome	1373636..1374268	Phenicol resistance	U13880
cmlA1	99.68	1260/1260	100	1..1260	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	3862653..3863912	Phenicol resistance	M64556
catB8	100	633/633	100	1..633	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	2772840..2773472	Phenicol resistance	AF227506
catA1	99.85	660/660	100	1..660	NZ_CP091364.1 Acinetobacter baumannii strain AB173-VUB chromosome, complete genome	2301352..2302011	Phenicol resistance	V00622
catA1	99.85	660/660	100	1..660	NZ_CP091367.1 Acinetobacter baumannii strain AB169-VUB chromosome, complete genome	3203101..3203760	Phenicol resistance	V00622
catB8	100	633/633	100	1..633	NZ_CP096681.1 Acinetobacter baumannii strain 6080 chromosome, complete genome	2590548..2591180	Phenicol resistance	AF227506
floR	98.35	1214/1215	99.91769547325104	1..1214	NZ_CP104651.1 Acinetobacter variabilis strain 2021CK-01005 chromosome, complete genome	2732688..2733901	Phenicol resistance	AF118107
floR	98.35	1214/1215	99.91769547325104	1..1214	NZ_CP130328.1 Acinetobacter variabilis strain TB2-2B chromosome, complete genome	2702202..2703415	Phenicol resistance	AF118107
catB8	100	633/633	100	1..633	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	2756687..2757319	Phenicol resistance	AF227506
ARR-2	100	453/453	100	1..453	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	3861880..3862332	Rifampicin resistance	HQ141279
sul2	100	816/816	100	1..816	NZ_AP024524.1 Acinetobacter variabilis strain RYU24 chromosome, complete genome	2444263..2445078	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP009257.1 Acinetobacter baumannii strain AB30 chromosome, complete genome	2540172..2540987	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP014528.1 Acinetobacter baumannii strain XH858 chromosome, complete genome	3102655..3103470	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP018254.1 Acinetobacter baumannii strain AF-401 chromosome, complete genome	312935..313750	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP023020.1 Acinetobacter baumannii strain 9201 chromosome, complete genome	2844150..2844989	Sulphonamide resistance	U12338
sul2	99.88	816/816	100	1..816	NZ_CP023020.1 Acinetobacter baumannii strain 9201 chromosome, complete genome	759253..760068	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP033869.1 Acinetobacter baumannii strain MRSN15313 chromosome, complete genome	293021..293836	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP041035.1 Acinetobacter baumannii strain 11W359501 chromosome, complete genome	3873893..3874732	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP041035.1 Acinetobacter baumannii strain 11W359501 chromosome, complete genome	3855062..3855901	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP045110.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome	101401..102216	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP045198.1 Acinetobacter indicus strain TQ23 chromosome, complete genome	2627709..2628524	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP045528.1 Acinetobacter baumannii strain 6507 chromosome, complete genome	1063728..1064567	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP045645.1 Acinetobacter baumannii strain XH1056 chromosome, complete genome	2364943..2365782	Sulphonamide resistance	U12338
sul1	99.88	840/840	99.88095238095238	1..840	NZ_CP045645.1 Acinetobacter baumannii strain XH1056 chromosome, complete genome	2355928..2356766	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP045645.1 Acinetobacter baumannii strain XH1056 chromosome, complete genome	3120344..3121159	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP046045.1 Acinetobacter towneri strain 19110F47 chromosome, complete genome	171542..172381	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP046045.1 Acinetobacter towneri strain 19110F47 chromosome, complete genome	197448..198263	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP046654.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome	1404820..1405635	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP048849.1 Acinetobacter baumannii strain D4 chromosome, complete genome	52933..53772	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP048849.1 Acinetobacter baumannii strain D4 chromosome, complete genome	72302..73141	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP058289.1 Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841 strain ATCC 19606 chromosome, complete genome	3616372..3617187	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP059040.1 Acinetobacter baumannii strain ATCC 19606 chromosome, complete genome	3896282..3897097	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	641326..642165	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	664318..665133	Sulphonamide resistance	AY034138
sul2	99.63	819/816	100	1..816	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	1256018..1256836	Sulphonamide resistance	AY034138
sul2	99.63	819/816	100	1..816	NZ_CP060029.1 Acinetobacter baumannii strain AbCTX1 chromosome, complete genome	1256018..1256836	Sulphonamide resistance	AJ830714
sul1	100	840/840	100	1..840	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	1658658..1659497	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP076603.1 Acinetobacter schindleri strain MCDA01 chromosome, complete genome	2413786..2414601	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP076812.1 Acinetobacter baumannii strain UC23022 chromosome, complete genome	2940826..2941641	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP078027.1 Acinetobacter variabilis strain AV_175 chromosome, complete genome	2765887..2766702	Sulphonamide resistance	AY034138
sul2	99.51	816/816	99.50980392156865	1..816	NZ_CP078045.1 Acinetobacter lwoffii strain AL_065 chromosome, complete genome	1272594..1273405	Sulphonamide resistance	AY232670
sul2	99.51	816/816	99.50980392156865	1..816	NZ_CP078045.1 Acinetobacter lwoffii strain AL_065 chromosome, complete genome	1272594..1273405	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP090382.1 Acinetobacter towneri strain SCLZS30 chromosome, complete genome	1372299..1373138	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP090607.1 Acinetobacter baumannii strain MRSN 58 chromosome, complete genome	256634..257473	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP090607.1 Acinetobacter baumannii strain MRSN 58 chromosome, complete genome	4163878..4164693	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	256652..257491	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	271859..272698	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	287066..287905	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	302273..303112	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	317480..318319	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	332687..333526	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	347894..348733	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	4024414..4025229	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	2770647..2771486	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	3870396..3871235	Sulphonamide resistance	U12338
sul1	99.88	840/840	100	1..840	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	3864445..3865284	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	3850962..3851777	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	288222..289037	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP091364.1 Acinetobacter baumannii strain AB173-VUB chromosome, complete genome	2293393..2294232	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP091367.1 Acinetobacter baumannii strain AB169-VUB chromosome, complete genome	3189658..3190497	Sulphonamide resistance	U12338
sul1	100	840/840	100	1..840	NZ_CP091367.1 Acinetobacter baumannii strain AB169-VUB chromosome, complete genome	3221520..3222359	Sulphonamide resistance	U12338
sul1	99.88	840/840	100	1..840	NZ_CP096681.1 Acinetobacter baumannii strain 6080 chromosome, complete genome	2588355..2589194	Sulphonamide resistance	U12338
sul2	100	816/816	100	1..816	NZ_CP096681.1 Acinetobacter baumannii strain 6080 chromosome, complete genome	3977905..3978720	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP104347.1 Acinetobacter baumannii strain 2021CK-01332 chromosome, complete genome	3807671..3808510	Sulphonamide resistance	U12338
sul2	99.75	816/816	99.87745098039215	1..816	NZ_CP104347.1 Acinetobacter baumannii strain 2021CK-01332 chromosome, complete genome	1631760..1632574	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP104651.1 Acinetobacter variabilis strain 2021CK-01005 chromosome, complete genome	2729369..2730184	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	3896858..3897673	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	2037365..2038180	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP130328.1 Acinetobacter variabilis strain TB2-2B chromosome, complete genome	2698883..2699698	Sulphonamide resistance	AY034138
sul2	100	816/816	100	1..816	NZ_CP140420.1 Acinetobacter baumannii strain 2023CK-00893 chromosome, complete genome	232224..233039	Sulphonamide resistance	AY034138
sul1	100	840/840	100	1..840	NZ_CP144240.1 Acinetobacter baumannii strain SRM25 chromosome, complete genome	2754494..2755333	Sulphonamide resistance	U12338
tet(B)	100	1206/1206	100	1..1206	NZ_CP014528.1 Acinetobacter baumannii strain XH858 chromosome, complete genome	3104085..3105290	Tetracycline resistance	AP000342
tet(G)	100	1176/1176	100	1..1176	NZ_CP023020.1 Acinetobacter baumannii strain 9201 chromosome, complete genome	762943..764118	Tetracycline resistance	AF133140
tet(A)	100	1200/1200	100	1..1200	NZ_CP041035.1 Acinetobacter baumannii strain 11W359501 chromosome, complete genome	3865135..3866334	Tetracycline resistance	AJ517790
tet(X3)	100	1167/1167	100	1..1167	NZ_CP045198.1 Acinetobacter indicus strain TQ23 chromosome, complete genome	2623167..2624333	Warning: gene is missing from Notes file. Please inform curator.	MK134375
tet(B)	100	1200/1206	99.50248756218906	1..1200	NZ_CP045528.1 Acinetobacter baumannii strain 6507 chromosome, complete genome	2150464..2151663	Tetracycline resistance	AP000342
tet(B)	100	1206/1206	100	1..1206	NZ_CP045645.1 Acinetobacter baumannii strain XH1056 chromosome, complete genome	3121774..3122979	Tetracycline resistance	AP000342
tet(X4)	100	1158/1158	100	1..1158	NZ_CP046045.1 Acinetobacter towneri strain 19110F47 chromosome, complete genome	191963..193120	Warning: gene is missing from Notes file. Please inform curator.	MK134376
tet(B)	100	1200/1206	99.50248756218906	1..1200	NZ_CP060732.1 Acinetobacter baumannii strain abA1 chromosome, complete genome	234341..235540	Tetracycline resistance	AP000342
tet(X5)	97.83	1151/1167	98.62896315338476	17..1167	NZ_CP060811.1 Acinetobacter variabilis strain XM9F202-2 chromosome, complete genome	1190790..1191940	Warning: gene is missing from Notes file. Please inform curator.	CP040912
tet(B)	100	1206/1206	100	1..1206	NZ_CP090607.1 Acinetobacter baumannii strain MRSN 58 chromosome, complete genome	4162058..4163263	Tetracycline resistance	AP000342
tet(B)	100	1206/1206	100	1..1206	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	4022594..4023799	Tetracycline resistance	AP000342
tet(B)	100	1200/1206	99.50248756218906	1..1200	NZ_CP091358.1 Acinetobacter baumannii strain AB181-VUB chromosome, complete genome	306285..307484	Tetracycline resistance	AP000342
tet(B)	100	1200/1206	99.50248756218906	1..1200	NZ_CP091364.1 Acinetobacter baumannii strain AB173-VUB chromosome, complete genome	1179976..1181175	Tetracycline resistance	AP000342
tet(A)	100	1200/1200	100	1..1200	NZ_CP091367.1 Acinetobacter baumannii strain AB169-VUB chromosome, complete genome	3198056..3199255	Tetracycline resistance	AJ517790
tet(B)	100	1200/1206	99.50248756218906	1..1200	NZ_CP121345.1 Acinetobacter baumannii strain 96 chromosome, complete genome	3878225..3879424	Tetracycline resistance	AP000342
dfrA1	100	474/474	100	1..474	NZ_CP033869.1 Acinetobacter baumannii strain MRSN15313 chromosome, complete genome	100390..100863	Trimethoprim resistance	X00926
dfrA1	100	474/474	100	1..474	NZ_CP033869.1 Acinetobacter baumannii strain MRSN15313 chromosome, complete genome	1899891..1900364	Trimethoprim resistance	X00926
dfrA1	100	474/474	100	1..474	NZ_CP033869.1 Acinetobacter baumannii strain MRSN15313 chromosome, complete genome	1645024..1645497	Trimethoprim resistance	X00926
dfrA16	100	474/474	100	1..474	NZ_CP046045.1 Acinetobacter towneri strain 19110F47 chromosome, complete genome	166219..166692	Trimethoprim resistance	AF174129
dfrA1	100	474/474	100	1..474	NZ_CP076812.1 Acinetobacter baumannii strain UC23022 chromosome, complete genome	3132374..3132847	Trimethoprim resistance	X00926
dfrA1	100	474/474	100	1..474	NZ_CP090607.1 Acinetobacter baumannii strain MRSN 58 chromosome, complete genome	4155244..4155717	Trimethoprim resistance	X00926
dfrA1	100	474/474	100	1..474	NZ_CP090607.1 Acinetobacter baumannii strain MRSN 58 chromosome, complete genome	2343940..2344413	Trimethoprim resistance	X00926
dfrA1	100	474/474	100	1..474	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	4015780..4016253	Trimethoprim resistance	X00926
dfrA1	100	474/474	100	1..474	NZ_CP091172.1 Acinetobacter baumannii strain MRSN57 chromosome, complete genome	2204488..2204961	Trimethoprim resistance	X00926
aph(6)-Id	100	837/837	100	1..837	CP007577.1	3128816..3129652	Streptomycin	M28829
aph(3'')-Ib	100	803/804	99.87562189054728	2..804	CP007577.1	3129652..3130454	Streptomycin	AF024602
aph(3'')-Ib	99.88	804/804	100	1..804	CP007577.1	3129652..3130455	Streptomycin	AF321551
aph(3'')-Ib	99.88	804/804	100	1..804	CP007577.1	3129652..3130455	Streptomycin	AF313472
aph(3'')-Ib	99.88	804/804	100	1..804	CP007577.1	3129652..3130455	Streptomycin	AF321550
aph(6)-Id	100	837/837	100	1..837	CP007535.1	3631915..3632751	Streptomycin	M28829
aph(3')-Ia	100	816/816	100	1..816	CP007535.1	3921432..3922247	Kanamycin, Neomycin, Kanamycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside	X62115
aph(3'')-Ib	100	803/804	99.87562189054728	2..804	CP007535.1	3632751..3633553	Streptomycin	AF024602
aph(3'')-Ib	99.88	804/804	100	1..804	CP007535.1	3632751..3633554	Streptomycin	AF321551
aph(3'')-Ib	99.88	804/804	100	1..804	CP007535.1	3632751..3633554	Streptomycin	AF313472
aph(3'')-Ib	99.88	804/804	100	1..804	CP007535.1	3632751..3633554	Streptomycin	AF321550
armA	100	774/774	100	1..774	CP007535.1	3786083..3786856	Amikacin, Gentamicin, Tobramycin, Isepamicin, Netilmicin	AY220558
aph(6)-Id	100	837/837	100	1..837	NC_017847.1	3675833..3676669	Streptomycin	M28829
aph(3'')-Ib	99.75	804/804	99.87562189054728	1..804	NC_017847.1	3675031..3675833	Streptomycin	AF321551
aph(3'')-Ib	99.75	804/804	99.87562189054728	1..804	NC_017847.1	3675031..3675833	Streptomycin	AF313472
aph(3'')-Ib	99.75	804/804	99.87562189054728	1..804	NC_017847.1	3675031..3675833	Streptomycin	AF321550
aadA1	100	792/792	100	1..792	NC_017847.1	1379359..1380150	Spectinomycin, Streptomycin	JQ414041
aadA1	99.75	792/792	100	1..792	NC_017847.1	2667825..2668616	Spectinomycin, Streptomycin	JQ414041
aadA1	99.75	792/792	100	1..792	NC_017847.1	2667825..2668616	Spectinomycin, Streptomycin	JX185132
armA	100	774/774	100	1..774	NC_017847.1	1384839..1385612	Amikacin, Gentamicin, Tobramycin, Isepamicin, Netilmicin	AY220558
aac(6')-Ib3	99.64	555/555	100	1..555	NC_017847.1	1378022..1378576	Amikacin, Tobramycin	X60321
aac(3)-Ia	99.06	534/534	100	1..534	NC_017847.1	2665172..2665705	Gentamicin, Astromicin, Fortimicin	X15852
aph(6)-Id	100	837/837	100	1..837	NC_017171.1	290244..291080	Streptomycin	M28829
aph(3'')-Ib	100	803/804	99.87562189054728	2..804	NC_017171.1	291080..291882	Streptomycin	AF024602
aph(3'')-Ib	99.88	804/804	100	1..804	NC_017171.1	291080..291883	Streptomycin	AF321551
aph(3'')-Ib	99.88	804/804	100	1..804	NC_017171.1	291080..291883	Streptomycin	AF313472
aph(3'')-Ib	99.88	804/804	100	1..804	NC_017171.1	291080..291883	Streptomycin	AF321550
aadA1	99.75	792/792	100	1..792	NC_017171.1	1344723..1345514	Spectinomycin, Streptomycin	JX185132
aadA1	99.75	792/792	100	1..792	NC_017171.1	1344723..1345514	Spectinomycin, Streptomycin	JQ414041
aac(6')-Ib3	99.64	555/555	100	1..555	NC_017171.1	1343386..1343940	Amikacin, Tobramycin	X60321
aph(6)-Id	100	837/837	100	1..837	NC_017387.1	292267..293103	Streptomycin	M28829
aph(3')-Ia	100	816/816	100	1..816	NC_017387.1	271044..271859	Kanamycin, Neomycin, Kanamycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside	X62115
aph(3')-Ia	100	816/816	100	1..816	NC_017387.1	260372..261187	Kanamycin, Neomycin, Kanamycin, Neomycin, Kanamycin, Lividomycin, Paromomycin, Ribostamycin, Unknown Aminoglycoside	X62115
aph(3'')-Ib	100	803/804	99.87562189054728	2..804	NC_017387.1	293103..293905	Streptomycin	AF024602
aph(3'')-Ib	99.88	804/804	100	1..804	NC_017387.1	293103..293906	Streptomycin	AF321551
aph(3'')-Ib	99.88	804/804	100	1..804	NC_017387.1	293103..293906	Streptomycin	AF313472
aph(3'')-Ib	99.88	804/804	100	1..804	NC_017387.1	293103..293906	Streptomycin	AF321550
aadA1	100	792/792	100	1..792	NC_017387.1	266824..267615	Spectinomycin, Streptomycin	JQ414041
aadA1	100	792/792	100	1..792	NC_017387.1	277658..278449	Spectinomycin, Streptomycin	JQ414041
aac(6')-Ib3	99.82	555/555	100	1..555	NC_017387.1	265487..266041	Amikacin, Tobramycin	X60321
aac(3)-Ia	99.06	534/534	100	1..534	NC_017387.1	276081..276614	Gentamicin, Astromicin, Fortimicin	X15852
aph(6)-Id	100	837/837	100	1..837	NC_018706.1	513296..514132	Streptomycin	M28829
aph(3'')-Ib	100	803/804	99.87562189054728	2..804	NC_018706.1	514132..514934	Streptomycin	AF024602
aph(3'')-Ib	99.88	804/804	100	1..804	NC_018706.1	514132..514935	Streptomycin	AF321551
aph(3'')-Ib	99.88	804/804	100	1..804	NC_018706.1	514132..514935	Streptomycin	AF313472
aph(3'')-Ib	99.88	804/804	100	1..804	NC_018706.1	514132..514935	Streptomycin	AF321550
aadA1	100	792/792	100	1..792	NC_018706.1	2825659..2826450	Spectinomycin, Streptomycin	JQ414041
armA	100	774/774	100	1..774	NC_018706.1	2820197..2820970	Amikacin, Gentamicin, Tobramycin, Isepamicin, Netilmicin	AY220558
aac(6')-Ib3	99.64	555/555	100	1..555	NC_018706.1	2827233..2827787	Amikacin, Tobramycin	X60321
aph(6)-Id	100	837/837	100	1..837	NC_021726.1	303287..304123	Streptomycin	M28829
aph(3'')-Ib	100	803/804	99.87562189054728	2..804	NC_021726.1	304123..304925	Streptomycin	AF024602
aph(3'')-Ib	99.88	804/804	100	1..804	NC_021726.1	304123..304926	Streptomycin	AF321551
aph(3'')-Ib	99.88	804/804	100	1..804	NC_021726.1	304123..304926	Streptomycin	AF313472
aph(3'')-Ib	99.88	804/804	100	1..804	NC_021726.1	304123..304926	Streptomycin	AF321550
aph(6)-Id	100	837/837	100	1..837	NC_021729.1	299041..299877	Streptomycin	M28829
aph(3'')-Ib	99.88	803/804	99.87562189054728	2..804	NC_021729.1	299877..300679	Streptomycin	AF024602
aph(3'')-Ib	99.75	804/804	100	1..804	NC_021729.1	299877..300680	Streptomycin	AF321551
aph(3'')-Ib	99.75	804/804	100	1..804	NC_021729.1	299877..300680	Streptomycin	AF313472
aph(3'')-Ib	99.75	804/804	100	1..804	NC_021729.1	299877..300680	Streptomycin	AF321550
aac(6')-Ib3	100	555/555	100	1..555	NC_010611.1	250860..251414	Amikacin, Tobramycin	X60321
aph(6)-Id	100	837/837	100	1..837	CP006963.1	282361..283197	Streptomycin	M28829
aph(3'')-Ib	100	803/804	99.87562189054728	2..804	CP006963.1	283197..283999	Streptomycin	AF024602
aph(3'')-Ib	99.88	804/804	100	1..804	CP006963.1	283197..284000	Streptomycin	AF321551
aph(3'')-Ib	99.88	804/804	100	1..804	CP006963.1	283197..284000	Streptomycin	AF313472
aph(3'')-Ib	99.88	804/804	100	1..804	CP006963.1	283197..284000	Streptomycin	AF321550
armA	100	774/774	100	1..774	CP006963.1	2659196..2659969	Amikacin, Gentamicin, Tobramycin, Isepamicin, Netilmicin	AY220558
blaADC-25	99.83	1152/1152	100	1..1152	CP007577.1	3027199..3028350	Unknown Beta-lactam	EF016355
blaTEM-1D	100	861/861	100	1..861	CP007577.1	3823231..3824091	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	AF188200
blaOXA-66	100	825/825	100	1..825	CP007577.1	3207503..3208327	Unknown Beta-lactam	AY750909
blaOXA-23	100	822/822	100	1..822	CP007577.1	3658536..3659357	Imipenem, Meropenem	AY795964
blaADC-25	99.83	1152/1152	100	1..1152	CP007535.1	947625..948776	Unknown Beta-lactam	EF016355
blaTEM-1D	100	861/861	100	1..861	CP007535.1	3917519..3918379	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	AF188200
blaOXA-66	100	825/825	100	1..825	CP007535.1	3762204..3763028	Unknown Beta-lactam	AY750909
blaOXA-23	100	822/822	100	1..822	CP007535.1	3626447..3627268	Imipenem, Meropenem	AY795964
blaADC-25	99.83	1152/1152	100	1..1152	NC_017847.1	1196033..1197184	Unknown Beta-lactam	EF016355
blaOXA-66	100	825/825	100	1..825	NC_017847.1	2221153..2221977	Unknown Beta-lactam	AY750909
blaADC-25	99.91	1152/1152	100	1..1152	NC_017171.1	2817154..2818305	Unknown Beta-lactam	EF016355
blaOXA-66	100	825/825	100	1..825	NC_017171.1	1784538..1785362	Unknown Beta-lactam	AY750909
blaOXA-23	100	822/822	100	1..822	NC_017171.1	2058122..2058943	Imipenem, Meropenem	AY795964
blaADC-25	99.91	1152/1152	100	1..1152	NC_017387.1	2983628..2984779	Unknown Beta-lactam	EF016355
blaTEM-1D	100	861/861	100	1..861	NC_017387.1	258624..259484	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	AF188200
blaOXA-66	100	825/825	100	1..825	NC_017387.1	1874344..1875168	Unknown Beta-lactam	AY750909
blaOXA-66	100	825/825	100	1..825	NC_017387.1	1328008..1328832	Unknown Beta-lactam	AY750909
blaOXA-23	100	822/822	100	1..822	NC_017387.1	2760689..2761510	Imipenem, Meropenem	AY795964
blaADC-25	99.83	1152/1152	100	1..1152	NC_018706.1	3008631..3009782	Unknown Beta-lactam	EF016355
blaOXA-66	100	825/825	100	1..825	NC_018706.1	2027777..2028601	Unknown Beta-lactam	AY750909
blaADC-25	99.91	1152/1152	100	1..1152	NC_021726.1	2831435..2832586	Unknown Beta-lactam	EF016355
blaOXA-66	100	825/825	100	1..825	NC_021726.1	2268795..2269619	Unknown Beta-lactam	AY750909
blaOXA-23	100	822/822	100	1..822	NC_021726.1	1999104..1999925	Imipenem, Meropenem	AY795964
blaADC-25	99.91	1152/1152	100	1..1152	NC_021729.1	2739991..2741142	Unknown Beta-lactam	EF016355
blaTEM-1D	100	861/861	100	1..861	NC_021729.1	1339185..1340045	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	AF188200
blaOXA-66	100	825/825	100	1..825	NC_021729.1	1766821..1767645	Unknown Beta-lactam	AY750909
blaOXA-23	100	822/822	100	1..822	NC_021729.1	2038905..2039726	Imipenem, Meropenem	AY795964
blaADC-25	96.7	1153/1152	99.82638888888889	1..1152	NC_010611.1	2715789..2716939	Unknown Beta-lactam	EF016355
blaOXA-66	100	825/825	100	1..825	NC_010611.1	1672369..1673193	Unknown Beta-lactam	AY750909
blaOXA-20	100	801/801	100	1..801	NC_010611.1	251962..252762	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid	AY307114
blaADC-25	99.83	1152/1152	100	1..1152	CP006963.1	2837268..2838419	Unknown Beta-lactam	EF016355
blaOXA-66	100	825/825	100	1..825	CP006963.1	1761164..1761988	Unknown Beta-lactam	AY750909
msr(E)	100	1476/1476	100	1..1476	CP007535.1	3782309..3783784	Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	FR751518
mph(E)	100	885/885	100	1..885	CP007535.1	3781369..3782253	Erythromycin	DQ839391
msr(E)	100	1476/1476	100	1..1476	NC_017847.1	1387911..1389386	Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	FR751518
mph(E)	100	885/885	100	1..885	NC_017847.1	1389442..1390326	Erythromycin	DQ839391
msr(E)	100	1476/1476	100	1..1476	NC_018706.1	2816423..2817898	Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	FR751518
mph(E)	100	885/885	100	1..885	NC_018706.1	2815483..2816367	Erythromycin	DQ839391
